Trace;Search;Category;State;Event Start Time (ms);Event End Time (ms);Baseline (pA);Peak Amp (pA);Time to Peak (ms);Time of Peak (ms);Antipeak Amp (pA);Time to Antipeak (ms);Time of Antipeak (ms);Half-width (ms);Half-amplitude (pA);Time to Rise Half-amplitude (ms);Time to Decay Half-amplitude (ms);Rise Tau (ms);Decay Tau (ms);Max Rise Slope (pA/ms);Time to Max Rise Slope (ms);Max Decay Slope (pA/ms);Time to Max Decay Slope (ms);Rise Slope 10% to 90% (pA/ms);Rise Time 10% to 90% (ms);Decay Slope 90% to 10% (pA/ms);Decay Time 90% to 10% (ms);Area (pA ú ms);Inst. Freq. (Hz);Interevent Interval (ms);S.D. of Fit;Template Match; ;G1: Midpoint, Cat 1;G1: Bin Count, Cat 1;G1: Midpoint, Cat 2;G1: Bin Count, Cat 2;G1: Midpoint, Cat 3;G1: Bin Count, Cat 3;G1: Midpoint, Cat 4;G1: Bin Count, Cat 4;G1: Midpoint, Cat 5;G1: Bin Count, Cat 5;G1: Midpoint, Cat 6;G1: Bin Count, Cat 6;G1: Midpoint, Cat 7;G1: Bin Count, Cat 7;G1: Midpoint, Cat 8;G1: Bin Count, Cat 8;G1: Midpoint, Cat 9;G1: Bin Count, Cat 9;G2: Midpoint, Cat 1;G2: Bin Count, Cat 1;G2: Midpoint, Cat 2;G2: Bin Count, Cat 2;G2: Midpoint, Cat 3;G2: Bin Count, Cat 3;G2: Midpoint, Cat 4;G2: Bin Count, Cat 4;G2: Midpoint, Cat 5;G2: Bin Count, Cat 5;G2: Midpoint, Cat 6;G2: Bin Count, Cat 6;G2: Midpoint, Cat 7;G2: Bin Count, Cat 7;G2: Midpoint, Cat 8;G2: Bin Count, Cat 8;G2: Midpoint, Cat 9;G2: Bin Count, Cat 9;G3: Midpoint, Cat 1;G3: Bin Count, Cat 1;G3: Midpoint, Cat 2;G3: Bin Count, Cat 2;G3: Midpoint, Cat 3;G3: Bin Count, Cat 3;G3: Midpoint, Cat 4;G3: Bin Count, Cat 4;G3: Midpoint, Cat 5;G3: Bin Count, Cat 5;G3: Midpoint, Cat 6;G3: Bin Count, Cat 6;G3: Midpoint, Cat 7;G3: Bin Count, Cat 7;G3: Midpoint, Cat 8;G3: Bin Count, Cat 8;G3: Midpoint, Cat 9;G3: Bin Count, Cat 9;G4: Midpoint, Cat 1;G4: Bin Count, Cat 1;G4: Midpoint, Cat 2;G4: Bin Count, Cat 2;G4: Midpoint, Cat 3;G4: Bin Count, Cat 3;G4: Midpoint, Cat 4;G4: Bin Count, Cat 4;G4: Midpoint, Cat 5;G4: Bin Count, Cat 5;G4: Midpoint, Cat 6;G4: Bin Count, Cat 6;G4: Midpoint, Cat 7;G4: Bin Count, Cat 7;G4: Midpoint, Cat 8;G4: Bin Count, Cat 8;G4: Midpoint, Cat 9;G4: Bin Count, Cat 9; ;G1: ScPlot X, Cat 1;G1: ScPlot Y, Cat 1;G1: ScPlot X, Cat 2;G1: ScPlot Y, Cat 2;G1: ScPlot X, Cat 3;G1: ScPlot Y, Cat 3;G1: ScPlot X, Cat 4;G1: ScPlot Y, Cat 4;G1: ScPlot X, Cat 5;G1: ScPlot Y, Cat 5;G1: ScPlot X, Cat 6;G1: ScPlot Y, Cat 6;G1: ScPlot X, Cat 7;G1: ScPlot Y, Cat 7;G1: ScPlot X, Cat 8;G1: ScPlot Y, Cat 8;G1: ScPlot X, Cat 9;G1: ScPlot Y, Cat 9;G2: ScPlot X, Cat 1;G2: ScPlot Y, Cat 1;G2: ScPlot X, Cat 2;G2: ScPlot Y, Cat 2;G2: ScPlot X, Cat 3;G2: ScPlot Y, Cat 3;G2: ScPlot X, Cat 4;G2: ScPlot Y, Cat 4;G2: ScPlot X, Cat 5;G2: ScPlot Y, Cat 5;G2: ScPlot X, Cat 6;G2: ScPlot Y, Cat 6;G2: ScPlot X, Cat 7;G2: ScPlot Y, Cat 7;G2: ScPlot X, Cat 8;G2: ScPlot Y, Cat 8;G2: ScPlot X, Cat 9;G2: ScPlot Y, Cat 9;G3: ScPlot X, Cat 1;G3: ScPlot Y, Cat 1;G3: ScPlot X, Cat 2;G3: ScPlot Y, Cat 2;G3: ScPlot X, Cat 3;G3: ScPlot Y, Cat 3;G3: ScPlot X, Cat 4;G3: ScPlot Y, Cat 4;G3: ScPlot X, Cat 5;G3: ScPlot Y, Cat 5;G3: ScPlot X, Cat 6;G3: ScPlot Y, Cat 6;G3: ScPlot X, Cat 7;G3: ScPlot Y, Cat 7;G3: ScPlot X, Cat 8;G3: ScPlot Y, Cat 8;G3: ScPlot X, Cat 9;G3: ScPlot Y, Cat 9;G4: ScPlot X, Cat 1;G4: ScPlot Y, Cat 1;G4: ScPlot X, Cat 2;G4: ScPlot Y, Cat 2;G4: ScPlot X, Cat 3;G4: ScPlot Y, Cat 3;G4: ScPlot X, Cat 4;G4: ScPlot Y, Cat 4;G4: ScPlot X, Cat 5;G4: ScPlot Y, Cat 5;G4: ScPlot X, Cat 6;G4: ScPlot Y, Cat 6;G4: ScPlot X, Cat 7;G4: ScPlot Y, Cat 7;G4: ScPlot X, Cat 8;G4: ScPlot Y, Cat 8;G4: ScPlot X, Cat 9;G4: ScPlot Y, Cat 9; ;g1: ScPlot X, Cat 1 (selected);g1: ScPlot Y, Cat 1 (selected);g1: ScPlot X, Cat 2 (selected);g1: ScPlot Y, Cat 2 (selected);g1: ScPlot X, Cat 3 (selected);g1: ScPlot Y, Cat 3 (selected);g1: ScPlot X, Cat 4 (selected);g1: ScPlot Y, Cat 4 (selected);g1: ScPlot X, Cat 5 (selected);g1: ScPlot Y, Cat 5 (selected);g1: ScPlot X, Cat 6 (selected);g1: ScPlot Y, Cat 6 (selected);g1: ScPlot X, Cat 7 (selected);g1: ScPlot Y, Cat 7 (selected);g1: ScPlot X, Cat 8 (selected);g1: ScPlot Y, Cat 8 (selected);g1: ScPlot X, Cat 9 (selected);g1: ScPlot Y, Cat 9 (selected);g2: ScPlot X, Cat 1 (selected);g2: ScPlot Y, Cat 1 (selected);g2: ScPlot X, Cat 2 (selected);g2: ScPlot Y, Cat 2 (selected);g2: ScPlot X, Cat 3 (selected);g2: ScPlot Y, Cat 3 (selected);g2: ScPlot X, Cat 4 (selected);g2: ScPlot Y, Cat 4 (selected);g2: ScPlot X, Cat 5 (selected);g2: ScPlot Y, Cat 5 (selected);g2: ScPlot X, Cat 6 (selected);g2: ScPlot Y, Cat 6 (selected);g2: ScPlot X, Cat 7 (selected);g2: ScPlot Y, Cat 7 (selected);g2: ScPlot X, Cat 8 (selected);g2: ScPlot Y, Cat 8 (selected);g2: ScPlot X, Cat 9 (selected);g2: ScPlot Y, Cat 9 (selected);g3: ScPlot X, Cat 1 (selected);g3: ScPlot Y, Cat 1 (selected);g3: ScPlot X, Cat 2 (selected);g3: ScPlot Y, Cat 2 (selected);g3: ScPlot X, Cat 3 (selected);g3: ScPlot Y, Cat 3 (selected);g3: ScPlot X, Cat 4 (selected);g3: ScPlot Y, Cat 4 (selected);g3: ScPlot X, Cat 5 (selected);g3: ScPlot Y, Cat 5 (selected);g3: ScPlot X, Cat 6 (selected);g3: ScPlot Y, Cat 6 (selected);g3: ScPlot X, Cat 7 (selected);g3: ScPlot Y, Cat 7 (selected);g3: ScPlot X, Cat 8 (selected);g3: ScPlot Y, Cat 8 (selected);g3: ScPlot X, Cat 9 (selected);g3: ScPlot Y, Cat 9 (selected);g4: ScPlot X, Cat 1 (selected);g4: ScPlot Y, Cat 1 (selected);g4: ScPlot X, Cat 2 (selected);g4: ScPlot Y, Cat 2 (selected);g4: ScPlot X, Cat 3 (selected);g4: ScPlot Y, Cat 3 (selected);g4: ScPlot X, Cat 4 (selected);g4: ScPlot Y, Cat 4 (selected);g4: ScPlot X, Cat 5 (selected);g4: ScPlot Y, Cat 5 (selected);g4: ScPlot X, Cat 6 (selected);g4: ScPlot Y, Cat 6 (selected);g4: ScPlot X, Cat 7 (selected);g4: ScPlot Y, Cat 7 (selected);g4: ScPlot X, Cat 8 (selected);g4: ScPlot Y, Cat 8 (selected);g4: ScPlot X, Cat 9 (selected);g4: ScPlot Y, Cat 9 (selected)
1;1;1;A;249031;249033.313;0.962;-6.69331;1.094;249032.094;0.98182;1.406;249032.406;0.2809;-3.34665;0.977;1.258;0.13277;0.39026;-29.134;1.047;29.715;0.258;-17.66283;0.24015;28.86995;0.21662;-3.73426;18.21813;54.89037;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249411.203;249413.813;0.962;-14.31421;1.203;249412.406;2.40931;2;249413.203;0.43043;-7.1571;1.043;1.473;0.16068;1.05509;-74.707;1.047;44.759;0.344;-9.17492;0.70998;23.93395;0.40039;-6.66645;2.62942;380.31247;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249472.203;249474.891;0.962;-12.12537;1.203;249473.406;3.75886;2.391;249474.594;0.52761;-6.06269;1.032;1.559;0.20926;0.54338;-46.712;1.047;28.32;0.547;-5.53801;1.05428;25.75357;0.39315;-6.45129;16.39344;61;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249509.203;249511.813;0.962;-13.21385;1.203;249510.406;3.96743;2;249511.203;0.45648;-6.60693;1.026;1.482;0.21618;0.60817;-43.945;1.047;57.943;0.344;-41.4848;0.26843;34.51062;0.31336;-4.10445;27.02703;37;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249535.797;249538.516;0.962;-13.26333;1.406;249537.203;4.69615;2.203;249538;0.47877;-6.63167;1.094;1.573;0.48499;0.49678;-50.642;1.055;45.34;0.148;-34.97059;0.30485;43.3992;0.25477;-6.01177;37.31757;26.79703;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249575.203;249577.891;0.962;-13.48239;1.297;249576.5;2.81382;2.594;249577.797;0.53244;-6.74119;1.041;1.574;0.23349;0.69121;-44.434;1.047;55.013;0.25;-22.60129;0.45324;47.22087;0.25414;-7.98012;25.44741;39.29673;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249615.906;249618.594;0.962;-12.40463;1.297;249617.203;5.09708;2.094;249618;0.46811;-6.20232;1.053;1.521;0.51926;7.65675;-38.737;1.047;48.502;0.547;-19.08757;0.50202;24.50681;0.39819;-3.29553;24.56815;40.7031;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249816.703;249819.516;0.962;-14.75171;1.297;249818;2.46012;1.891;249818.594;0.47644;-7.37586;1.114;1.59;0.38708;1.15871;-46.55;1.25;42.969;0.25;-22.65323;0.43754;36.71621;0.35568;-8.21981;4.98016;200.79691;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;249858.5;249861.094;0.962;-13.55203;1.203;249859.703;3.69025;2.297;249860.797;0.48133;-6.77601;1.012;1.493;0.28716;0.65163;-46.224;1.047;39.062;0.344;-7.11986;0.92197;32.99046;0.33626;-7.83355;23.979;41.70315;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250155.906;250158.594;0.962;-12.40294;1.297;250157.203;3.72546;2.297;250158.203;0.53571;-6.20147;1.041;1.577;0.20631;0.81692;-43.294;1.047;45.573;0.25;Not;found;Not;found;30.48211;0.34108;-7.84644;3.36135;297.49994;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250216.906;250219.594;0.962;-13.57102;1.188;250218.094;2.31322;2.297;250219.203;0.47571;-6.78551;1.04;1.515;0.20125;1.61766;-74.219;1.047;38.737;0.359;-47.30573;0.23966;32.93396;0.35795;-6.78334;16.42289;60.89063;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250555.406;250558.094;0.962;-13.67884;1.297;250556.703;2.83105;2.188;250557.594;0.52095;-6.83942;1.026;1.547;0.31293;0.5346;-41.713;0.945;35.714;0.148;-24.72742;0.40245;26.57426;0.41246;-7.64287;2.95326;338.60938;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250621.5;250624.188;0.962;-11.71958;1.297;250622.797;4.34782;2;250623.5;0.48946;-5.85979;1.065;1.555;0.24341;3.56967;-65.593;1.047;34.668;0.25;-3.2621;1.02427;34.32178;0.28392;-5.85757;15.13001;66.0938;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250625.797;250628.594;0.962;-10.62154;1.297;250627.094;1.0971;2;250627.797;0.6465;-5.31077;1.075;1.721;0.2774;0.32407;-37.435;1.156;41.341;1.359;-5.02791;0.68702;22.67039;0.44476;-12.2635;232.7205;4.297;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250627;250629.516;0.962;-9.12634;1.203;250628.203;3.55359;2.094;250629.094;0.43419;-4.56317;0.983;1.417;0.5432;0.43534;-37.272;0.953;41.341;0.25;-30.7428;0.25008;36.70232;0.2065;-7.13771;901.51001;1.10925;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250639.203;250641.813;0.962;-14.34653;1.203;250640.406;1.99548;2.297;250641.5;0.45054;-7.17326;1.019;1.469;0.15365;2.01217;-57.455;1.047;32.715;0.047;-25.24668;0.41587;23.68216;0.46196;-8.73872;81.94639;12.2031;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250644;250646.688;0.962;-13.32487;1.297;250645.297;2.78825;2.5;250646.5;0.47434;-6.66243;1.087;1.561;0.16028;1.38462;-74.219;1.047;41.992;0.156;-56.22551;0.20441;20.02862;0.42756;-6.90328;204.4718;4.89065;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250648.5;250651.188;0.962;-11.5402;1.203;250649.703;3.68788;2.594;250651.094;0.50105;-5.7701;1.038;1.539;0.2804;1.29127;-44.434;1.047;42.969;0.344;-4.5365;0.9406;24.11856;0.31561;-5.40506;226.95035;4.40625;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250667;250669.594;0.962;-13.99942;1.203;250668.203;2.49541;0.594;250667.594;0.44553;-6.99971;1.023;1.469;1.05684;1.51734;-45.899;1.047;42.806;0.25;-27.56417;0.39131;19.4952;0.48081;-7.09877;54.05405;18.5;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250669.703;250672.313;0.962;-13.93876;1.203;250670.906;4.93627;1.891;250671.594;0.4343;-6.96938;1.012;1.446;0.20442;1.04261;-37.528;1.148;56.501;0.242;-29.52328;0.35787;48.08978;0.23711;-3.37934;369.94562;2.7031;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250673.203;250675.688;0.962;-11.46731;1.203;250674.406;3.15048;2.094;250675.297;0.32835;-5.73366;1.029;1.357;0.38488;0.26111;-48.503;1.047;47.363;0.141;-25.7647;0.34;19.64844;0.37773;-3.34764;285.71429;3.5;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250681.906;250684.594;0.962;-11.5906;1.297;250683.203;3.02722;2;250683.906;0.5091;-5.7953;1.049;1.558;0.22104;22.16629;-43.457;1.141;27.344;0.25;-15.54059;0.38309;21.67001;0.43181;-7.54011;113.67706;8.79685;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250692.797;250695.516;0.962;-14.72016;1.297;250694.094;5.2992;2.5;250695.297;0.49314;-7.36008;1.067;1.56;0.23023;0.27545;-42.829;1.055;65.569;0.258;Not;found;Not;found;59.00498;0.22269;-7.19616;91.82062;10.8908;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250698.406;250701.094;0.962;-15.57541;1.188;250699.594;7.31265;2.094;250700.5;0.46462;-7.7877;1.051;1.515;0.1587;0.79647;-74.87;1.047;45.898;0.453;-15.17966;0.5382;32.4113;0.40451;-4.14924;181.82397;5.49983;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250720.594;250723.313;0.962;-10.74145;1.313;250721.906;3.6475;1.906;250722.5;0.53475;-5.37073;0.993;1.528;0.70267;0.3062;-30.274;0.953;48.13;0.242;-8.84331;0.73053;39.87456;0.25292;-5.7954;44.81733;22.3128;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250726.797;250729.516;0.962;-14.34338;1.297;250728.094;3.34145;2;250728.797;0.3823;-7.17169;1.115;1.498;0.19325;0.51738;-68.197;1.156;37.667;0.055;-28.57803;0.2642;24.03676;0.41589;-6.3964;161.61943;6.18738;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;250738.906;250741.516;0.962;-12.42243;1.188;250740.094;2.83624;2;250740.906;0.48876;-6.21122;0.99;1.478;0.18216;2.01057;-51.595;1.047;37.76;0.156;Not;found;Not;found;23.32064;0.38816;-9.01451;83.33455;11.99982;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
